"Department=[Amazon.com]","Search Term=[knife]","Enter ASINs or Products=[]","Reporting Range=[Weekly]","Viewing=[9/1/19 - 9/7/19]"
"Department","Search Term","Search Frequency Rank","#1 Clicked ASIN","#1 Product Title","#1 Click Share","#1 Conversion Share","#2 Clicked ASIN","#2 Product Title","#2 Click Share","#2 Conversion Share","#3 Clicked ASIN","#3 Product Title","#3 Click Share","#3 Conversion Share"
"Amazon.com","sog pocket knife","163264","B0073H2P2O","SOG Tactical Folding Knife - Escape Pocket Knife, Emergency Knife and Survival Knife w/ 3.4 Inch Serrated Edge Knife Blade and Glass Breaker (FF25-CP)","19.81%","28.57%","B077LWY5ZW","SOG EDC Assisted Opening Knife, Flare Pocket Knife","16.98%","14.29%","B00T4N5LO4","SOG Folding Pocket Knife Salute Mini EDC Knife","14.15%","28.57%"
"Amazon.com","buck 110 knife","163526","B000EHYZKK","Buck Knives 0110BRS 110 Famous Folding Hunter Knife with Genuine Leather Sheath","38.35%","66.67%","B016LFJPIA","Buck Knives 110 Charcoal 5160 Carbon Steel Folding Hunter Knife W/Sheath 110GYSSH","20.30%","33.33%","B000EHYZKU","Buck Knives 110 Folding Hunter Knife with Finger Grooves and Leather Sheath,Brown","8.27%","0.00%"
"Amazon.com","knife sharpner","164504","B001CQTLJM","KitchenIQ 50009 Edge Grip 2-Stage Knife Sharpener, Black","37.50%","38.89%","B079WWFZY6","Kitchen Knife Sharpener - 3-Stage Knife Sharpening Tool Helps Repair, Restore and Polish Blades - Cut-Resistant Glove Included (Black)","31.94%","27.78%","B00VQK6D3G","PriorityChef Knife Sharpener for Straight and Serrated Knives, 2-Stage Diamond Coated Wheel System, Sharpens Dull Knives Quickly, Safe and Easy to Use","16.67%","16.67%"
"Amazon.com","knife handle material","164937","B078YZ79TJ","Bookmatched Zebrawood Knifes Scales, Handle Blank Exotic Knife Scales Wood","17.05%","0.00%","B07CTNG9SW","Swpeet 21Pcs Metal Round Rods Kit, 3 Kinds of Metal Materials Including Stainless Steel, Brass and Aluminum Perfect for for DIY Craft Tool - Diameter 2mm-8mm Length 100mm","17.05%","36.36%","B07FKL29F6","Aibote 1pc G10 Glass Fiber Knife Handle Material Slab Scale Knives Custom DIY Tool for Knife Making Blanks Blades","11.36%","18.18%"
"Amazon.com","x actor knife","165064","B005KRSWM6","X-ACTO #1 Precision Knife | Z-Series, Craft Knife, With Safety Cap, #11 Fine Point Blade, Easy-Change Blade System","53.01%","61.54%","B00004Z2UB","X-ACTO Basic Knife Set | Set Contains 3 Precision Knives, 10 Precision Knife Blades, Wooden Chest for Storage (14 Count)","10.38%","7.69%","B0006NAU6U","Excel Blades K1 Hobby Knife with Safety Cap, American Made Light Duty Craft Knife","10.38%","9.62%"
"Amazon.com","hook knife","165547","B01N4FNUX4","Morakniv Wood Carving Hook Knife 164 with Sandvik Stainless Steel Blade, 0.5-Inch Internal Radius","18.75%","20.00%","B07652XL34","BeaverCraft Wood Carving Hook Knife SK1 for Carving Spoons Kuksa Bowls and Cups Spoon Carving Tools Basic Crooked Knife for Professional Spoon Carvers and Beginners (Right-Handed Hook Knife)","17.19%","20.00%","B07NZ29YB9","Wood Carving Hook Knife Crooked Tool Set for Carving Spoons with Leather Cover Sheath for Woodworking","12.50%","0.00%"
"Amazon.com","scuba knife","165839","B000L15UB2","Promate Sharp Tip Titanium Dive Knife - KF593, Gray/Black, Sharp Tip","25.45%","30.00%","B072MHM7KS","BOffer Scuba Diving Knife - Black Tactical Sharp Blade knives - Divers dive tool with 2 Types Sheaths,Sawing Edge and 2 Pairs Leg Straps - Best for Snorkeling,Hunting,Survival Rescue and Water Sports.","20.00%","20.00%","B006U9DWVY","Scuba Choice Scuba Diving Compact Black Stainless Steel Blunt Tip BCD Knife","12.73%","0.00%"
"Amazon.com","hori hori garden knife","166006","B019PC91MQ","Attican Hori Hori Garden Knife, Ideal Gardening Digging Landscaping Weeding Tool, Stainless Steel Japanese Blade Protective Handguard Full Tang Handle, Leather Sheath a Fine Gift","27.09%","41.67%","B079ZLF5KH","Barebones Living Classic Walnut Hori-Hori","26.11%","12.50%","B016BBM6FI","Hori Hori Garden Knife with Diamond Sharpening Rod, Thickest Leather Sheath and Extra Sharp Blade - in Gift Box. This Hori Hori Knife Makes a Great Gardening Gift.","14.78%","16.67%"
"Amazon.com","box cutter knife","166075","B07DH4B8JV","Premium Utility Knife, Folding Pocket Knife Combo, Box Cutter, Heavy Duty Dual Blades W/Belt Clip Gift Set for Dad Carpenter or Construction Worker","35.38%","26.67%","B000MK9XYM","COSCO 091508 Easycut Cutter Knife w/Self-Retracting Safety-Tipped Blade, Black/Blue","24.62%","26.67%","B01MSWKPKF","FC Folding Pocket Utility Knife - Heavy Duty Box Cutter with Holster, Quick Change Blades, Lock-Back Design, and Lightweight Aluminum Body","15.38%","6.67%"
"Amazon.com","calphalon knife set","166941","B011N5YFK6","Calphalon Classic Self-Sharpening Cutlery Knife Block Set with SharpIN Technology, 12 Piece","47.98%","57.14%","B071FT5LGC","Calphalon Classic Self-Sharpening Stainless Steel 15-piece Knife Block Set","24.28%","28.57%","B01LWKG9HX","Calphalon 12 Piece Contemporary Space-Saving Self-Sharpening Cutlery Set, Maplewood","8.67%","14.29%"
"Amazon.com","ken onion knife sharpener","167553","B07CW4T6RS","Work Sharp Knife & Tool Sharpener Ken Onion Edition","55.30%","65.38%","B00EJ9CQKA","Work Sharp Knife & Tool Sharpener Ken Onion Edition","25.00%","15.38%","B07CVN8HV5","Work Sharp Knife & Tool Sharpener","6.82%","3.85%"
"Amazon.com","knife keychain","167690","B07FVK5NX9","WITHARMOUR 3 Pocket Knife, Folding Keychain Knife, Mini EDC Knife, 440 High Carbon Stainless Steel Blade, Nylon Fiber Handle, Perfect for Man and Woman Survival Camping Outdoors","29.73%","37.50%","B0783NJKTW","SOG Keychain Pocket Knife with Bottle Opener Keychain Ring - Keytron EDC Keychain Knife with 1.8 Inch Folding Knife","12.61%","0.00%","B07T61GG37","Gerber Key Note, Compact Fine Edge Scraping & Cutting Knife, Black [30-001691]","12.61%","12.50%"
"Amazon.com","hunting knife set","168528","B07BWKTB5Q","MOSSY OAK Field Dressing Kit, Portable Butcher Game Processor Set (8-piece)","41.96%","66.67%","B00CBRSDO0","Elk Ridge - Outdoors 3-PC Hunting Knife Set - Satin Finish Stainless Steel Blades, Black Nylon Fiber Handles, Includes Combo Sheath - Hunting, Camping, Survival - ER-252","9.82%","0.00%","B00CHSMEGQ","Outdoor Edge WildPak Hunting Knives, 8-Piece Portable Deer Field Dressing Kit and Game Processing Butcher Knife Set, Full Tang Razor Sharp 420J2 Stainless Blades, Sturdy Hide-Side Case","9.82%","11.11%"
"Amazon.com","tactical knife set","169737","B07PP8TFCF","Blade Factory 15pc Tactical Survival Set| 2 Fixed Blade Knives | 2 Hatchet Axes| Fixed Karambit | Folding Karambit| Multitool Pocket Knife| Mini Neck Knife| 6 Throwing Knives | Holt Multitool Keychain","22.14%","0.00%","B075H31373","Blade Factory 7pc Tactical Set Full Tang Fixed Blade Knife Spring Assisted Multi Tool Pocket Knife Karambit Claw Knife Tomahawk Throwing Axe 3pc Throwing Knives Set | Free Holt Multi-Tool Key Chain","19.85%","100.00%","B0057ITBS2","Humvee HMV-RCN-RM1 Recon Mission Kit with Digital Watch, Knife and Tactical LED Flashlight, Black and Tan)","12.21%","0.00%"
"Amazon.com","forged in fire knife set","170049","B07KRK22ZQ","HISTORY - Forged in Fire - Stainless Steel Knives (2 Piece - Stainless Steel Chef and Paring Knife)","75.46%","88.89%","B07KRFXWMS","HISTORY - Forged in Fire - Stainless Steel Knives (3 Piece - Carving Knife, Fork, Sharpener)","6.69%","0.00%","B014QYUNWU","REG-215 - Handmade Damascus Steel 14.00 Inches Bowie Knife - Exotic Wood Handle (Color/Case Vary)","5.20%","0.00%"
"Amazon.com","auto knife","170639","B07S2PPR5J","HaoMing OTF knives Double Action Out The Front Safety Knife","24.00%","33.33%","B01GVS1O7M","Crosman SNR357 (Black/Grey)","17.00%","0.00%","B00PSZH4F6","Schrade SCHOTF3CB Viper 3Rd Gen OTF Assist","15.00%","33.33%"
"Amazon.com","rubber knife","170912","B07JNPZJ4H","Cold Steel 92R39LSF Rubber Training Leatherneck SF Knife","32.26%","25.00%","B000GL1EB2","Star Power Halloween Weapon Fake Rubber Knife Black Grey 10 in","12.90%","25.00%","B004MMU5G6","Cold Steel 92R39LSF Rubber Training Leatherneck SF Knife","12.90%","25.00%"
"Amazon.com","leather knife","171631","B003RC84QA","Tandy Leather Al Stohlman Brand Round Leathercraft Knife.","27.45%","38.46%","B07D6Y5CSH","Round Leather Knife. Doubled Edged, Rounded Knife for Leather Crafts - by Stamesky.","22.55%","15.38%","B06XW577FB","Yoshiharu Hamono Japanese Kiridashi Brass Knife Penanto","14.71%","7.69%"
"Amazon.com","henckels knife set","171669","B00GHX5HGG","J.A. Henckels International 13550-005 Statement Knife Block Set, 15-pc, Light Brown","49.50%","0.00%","B01NA0NCLO","J.A. Henckels International Modernist 13-pc Knife Block Set","14.85%","25.00%","B002MVKG9U","J.A. Henckels 35340-000 Fine Edge Pro Knife Block Set, 7 Piece, Black","6.93%","25.00%"
"Amazon.com","knife blank","172847","B01DTFZK7A","Custom Handmade Damascus Steel Blank Blade for Knife Making","25.00%","25.00%","B0748KCTQH","RMP Knife Making Blank - 1095 High Carbon Annealed Steel, Hunter Knife, Ready to Finish, Raw Edge,","11.90%","25.00%","B07DCPYG7T","Handmade Damascus Steel Hunting Tanto Knife Blank Blade Fire Storm Pattern 11 Inches VK9047","9.52%","0.00%"
"Amazon.com","boning knifes for meat","172877","B005P0OQLE","Mercer Culinary M23820RD Millennia 6-Inch Curved Boning Knife, Red","29.91%","21.05%","B0019WQDOU","Victorinox Swiss Army Cutlery Fibrox Pro Curved Boning Knife, Flexible Blade, 6-Inch","19.66%","26.32%","B004UNDYEM","6 German Steel Curved-Blade Boning Knife","5.98%","5.26%"
"Amazon.com","plastic putty knife","173142","B001SBJIA8","Red Devil 4718 3-Piece Plastic Knife Set","37.59%","44.62%","B000I1QEF6","Warner 1-1/2 Plastic Flex Putty Knife, 902","22.70%","26.15%","B07PPKVD3S","URTOYPIA Plastic Putty Knife Set Green Flexible Scraper Tool for Decals, Wallpaper, Baking,Wall and Car Putty (3-PACK)","10.64%","9.23%"
"Amazon.com","xacto knife set","173503","B00004Z2UB","X-ACTO Basic Knife Set | Set Contains 3 Precision Knives, 10 Precision Knife Blades, Wooden Chest for Storage (14 Count)","57.28%","60.00%","B00JWFIKOC","X-ACTO Compression Basic Knife Set, Great for Arts and Crafts, including Pumpkin Carving","14.56%","16.00%","B07VZVZVDJ","88 Pieces Exacto Knife Hobby Knives Craving Knives Set with Spare Xacto Blade and Metal Ruler for Art Hobby Scrapbooking Stencil","6.80%","12.00%"
"Amazon.com","training knife","174153","B00URWYM00","Kershaw Emerson’s E-Train Pocket Knife (6034TRAINER) Specially Designed Unsharpened 3.2” Blade and Patented Wave Shape Opening Feature Helps New Users Develop Skill, Precision and Tactical Confidence","28.30%","36.00%","B07JNPZJ4H","Cold Steel 92R39LSF Rubber Training Leatherneck SF Knife","16.98%","20.00%","B003GUFU4C","Boker 02BO544 A-F Rubber Training Knife, 2-Pack","10.38%","16.00%"
"Amazon.com","ruike knife","174284","B06XD65VQF","RUIKE P801 Framelock","27.91%","0.00%","B06XXQ5RJG","RUIKE Hussar P121 Linerlock Green","18.60%","0.00%","B07B6753LP","RUIKE RKEP801SB-BRK P801 Framelock, Black","16.28%","100.00%"
"Amazon.com","knife sharpening system","174743","B000B8IEA4","Lansky Deluxe 5-Stone Sharpening System","44.30%","50.00%","B00X9KU3GO","Work Sharp Guided Sharpening System","16.46%","33.33%","B00BFFY8JI","Edge Pro Apex 4 Knife Sharpening System","11.39%","0.00%"
"Amazon.com","cake server and knife set","175051","B01H14UFXO","Fashioncraft Vintage Double Heart Design Wedding Knife and Cake Server Set, Ivory, 2468","31.30%","20.00%","B076HZKCZS","FashionCraft 2525 Simple Elegance Classic Silver Stainless Steel Cake Knife Set, One Size, Silver","16.52%","20.00%","B002Q6A38A","Lenox True Love 2-Piece Dessert Set","9.57%","5.00%"
"Amazon.com","zwilling knife","175497","B0000DBIKI","Zwilling J.A. Henckels 30707-000 TWIN Signature Knife Block Set, 7 Piece, Black","20.83%","0.00%","B0000TPBVY","Zwilling J.A. Henckels 30795-183 TWIN Signature Chinese Chef's Knife/Vegetable Cleaver, 7, Black/Stainless Steel","19.44%","25.00%","B000J1BI3I","Zwilling J.A. Henckels 30720-000 TWIN Signature Starter Knife Set, 3 Piece, Black","15.28%","75.00%"
"Amazon.com","knife comb","176529","B01983UESC","Myhsmooth Bb-1w-mt Wide Tooth Handmade No Static Big Size Round Handle Black Buffalo Horn Comb with(7.9''2'')","32.43%","0.00%","B01LXVXVJ7","NYKKOLA 1Pc Black Metal Practice Butterfly Comb Training Tool, Novelty Stainless Steel Comb","9.46%","0.00%","B07J1SJNHH","D&Kmall Practice Spider Comb for Beginner Colourful","8.11%","0.00%"
"Amazon.com","electric knife carving for meat","177000","B00004WKI3","Cuisinart CEK-40 Electric Knife","29.82%","40.48%","B01M0M38JH","Cuisinart CEK-30 Electric Knife, Black","22.22%","19.05%","B00004X12T","Hamilton Beach 74250R Electric Knife with Storage Case and Serving Fork, White","16.96%","16.67%"
"Amazon.com","spring knife","177024","B00PSZH4F6","Schrade SCHOTF3CB Viper 3Rd Gen OTF Assist","34.95%","0.00%","B01CDM805E","Spring Assisted Knife - Pocket Folding Knife - Military Style - Boy Scouts Knife - Tactical Knife - Good for Camping, Hunting Survival Indoor and Outdoor Activities Mens Gift 6681","19.42%","66.67%","B0764NHHN9","Falcon Dragon Spring Assisted Tactical Pocket Knife (Black/Red)","10.68%","0.00%"
"Amazon.com","magnetic knife rack","177289","B016ISHAC8","Modern Innovations 16 Inch Stainless Steel Magnetic Knife Bar with Multipurpose Use as Knife Holder, Knife Rack, Knife Strip, Kitchen Utensil Holder, Tool Holder, Art Supply Organizer & Home Organizer","52.00%","52.94%","B07K1P1BPN","Magnetic Knife Strips, 15 Inch Magnetic Knife Storage Strip, Knife Holder, Knife Rack, Knife Strip, Kitchen Utensil Holder, Tool Holder, Multipurpose Magnetic Knife Rack","13.33%","11.76%","B01DTC62RK","Coninx Magnetic Knife Holder with Powerful Magnet - Bamboo Wood Magnetic Knife Guard Holder, Organizer Block Without Knives","8.00%","11.76%"
"Amazon.com","trainer butterfly knife","178120","B07LDZ6PZG","Butterfly Knife, Trainer Martial Arts Practice Swords Steel Metal Folding Knife Training Knife Tool Unsharpened, Random Color Blade Black and Silver, Set of 2","17.65%","12.50%","B06W5KSDY5","Anlado Balisong Butterfly Knife Trainer Practice with O-Ring Latch - Enhanced Version - Black Metal Steel - no Offensive Blade - for Beginner, Children, Butterfly Knives Lover and More","15.13%","50.00%","B014ZHGYCQ","Fecedy 2pcs Butterfly Knife Trainning Practice Comb Unsharpened Blade for Practicing Flipping Tricks","11.76%","12.50%"
"Amazon.com","pocket knife kershaw","178740","B0057R8SSM","Kershaw Clash Black Serrated Pocket Knife (1605CKTST) 3.1” Stainless Steel Blade with Black-Oxide Coating, Glass-Filled Nylon Handle with SpeedSafe Open, Locking Liner and Reversible Pocketclip, 4.3oz","30.86%","28.57%","B0009VCA0I","Kershaw Blur Black (1670BLK) Everyday Carry Pocketknife with 3.4” Stainless Steel Drop Point Blade, DLC Coated Handle Features SpeedSafe Assisted Opening, Lanyard Hole, Reversible Pocketclip, 3.9 OZ","8.64%","0.00%","B002IVPKOU","Kershaw Select Fire (1920), Multifunction Pocketknife with 3.4-Inch 8Cr13MoV Stainless Steel Blade, Black Glass-Filled Nylon Handle, 1/4-Inch Hex Drive, 2 Flathead Bits and 2 Crosshead Bits, 5 oz.","8.64%","14.29%"
"Amazon.com","k bar marine knife","178911","B001H53Q6M","KA-BAR Full Size US Marine Corps  Fighting Knife, Straight","53.49%","62.50%","B0018RH23C","KA-BAR Straight Edge Knife with Leather Sheath, Black, Short","12.40%","12.50%","B00QLMNI64","USMC Combat Fighter Knife and Sheath","7.75%","12.50%"
"Amazon.com","knife kershaw","179702","B0057R8SSM","Kershaw Clash Black Serrated Pocket Knife (1605CKTST) 3.1” Stainless Steel Blade with Black-Oxide Coating, Glass-Filled Nylon Handle with SpeedSafe Open, Locking Liner and Reversible Pocketclip, 4.3oz","17.28%","0.00%","B0009VC9Y0","Kershaw Leek Pocket Knife (1660) 3-In. Sandvik 14C28N Blade and Stainless Steel Handle, Best Buy from Outdoor Gear Lab Includes Frame Lock, SpeedSafe Assisted Opening and Reversible Pocketclip, 3 oz.","14.81%","0.00%","B002IVPKOU","Kershaw Select Fire (1920), Multifunction Pocketknife with 3.4-Inch 8Cr13MoV Stainless Steel Blade, Black Glass-Filled Nylon Handle, 1/4-Inch Hex Drive, 2 Flathead Bits and 2 Crosshead Bits, 5 oz.","11.11%","0.00%"
"Amazon.com","knife sharpening","179830","B01FZZUL30","Sharp Pebble Premium Whetstone Knife Sharpening Stone 2 Side Grit 1000/6000 Waterstone | Best Whetstone Sharpener | NonSlip Bamboo Base & Angle Guide","24.53%","33.33%","B000B8IEA4","Lansky Deluxe 5-Stone Sharpening System","13.21%","0.00%","764343068","Knife Sharpening Made Easy","11.32%","0.00%"
"Amazon.com","leather knife sheaths","179957","B004QBAMU2","Straight Knife","23.29%","12.50%","B07C7N2JBN","Knife Sheath","10.96%","12.50%","B004QB4WZI","Sheath Folding Knife Sheath, Brown leather w/ embossed basketweave, 4.5-5.25in SH1132/SH202 BROWN","6.85%","12.50%"
"Amazon.com","cold steel folding knife","180627","B07BDR66L6","Cold Steel Bush Ranger Lite","23.15%","0.00%","B07RL3X4V6","Cold Steel Luzon Folder Plain Black GFN Handle","12.96%","50.00%","B01GSVTIVG","Cold Steel Pro Lite Tanto folding knife Pt. 20NST Pro Lite Tanto Pt. Black","12.04%","25.00%"
"Amazon.com","grapefruit knife","180934","B008IA4NT8","Better Houseware Grapefruit Knife, Stainless Steel","27.03%","21.21%","B00A0JZH86","Norpro 1271 Nonstick Squirtless Grapefruit Knife","22.52%","27.27%","B00KTNPT7M","Set of 2 Grapefruit Spoons and 1 Grapefruit Knife, Stainless Steel, Serrated Edges","11.71%","15.15%"
"Amazon.com","retractable knife","181107","B07VK7KGH4","4 Pieces Retractable Knife Toy False Trick Gadget Toy Disappearing Dagger Prop Fake Plastic Blade for Halloween Fools Day Party","32.14%","33.33%","B00PSZH4F6","Schrade SCHOTF3CB Viper 3Rd Gen OTF Assist","25.00%","0.00%","B071GQ6J4X","Bonsaii M8701 Stainless Steel Retractable Utility Knife, Set of 5, 5.1 inches Hobby Knife with Hardware Design, Perfect for Cutting, Engraving in Office or at Home","9.52%","11.11%"
"Amazon.com","accusharp knife sharpener","181183","B00004VWKQ","AccuSharp 001C Knife Sharpener","52.81%","62.00%","B003MQMTNU","Sharpener Combo Pack","14.29%","14.00%","B00RVH7MYC","2 Pack AccuSharp 001 Knife and Tool Sharpener","9.09%","10.00%"
"Amazon.com","swiss army knife keychain","181790","B00004YVB2","Victorinox Swiss Army Classic SD Pocket Knife, Red","45.30%","50.00%","B017VXR4HU","Victorinox Swiss Army Classic SD Multi-Tool Folding Pocket Knife - Black 53003","8.55%","10.00%","B07PRWPXG1","Victorinox Super Tinker Swiss Army Knife 14 Functions Bundle with a Lumintrail Keychain Light","8.55%","20.00%"
"Amazon.com","carbon steel knife","182362","B078WM9N69","Traditional Japanese Professional Gyuto Kitchen Chefs Knife – Premium 8-inch High Carbon Stainless Steel Gyuto Sushi Knife with High Corrosion Resistance in a Single Bevel Chisel Edge Grind","24.44%","0.00%","B01H6KWUWC","Chef Knife, AUGYMER 8 Inch Professional Chefs Knife Japanese High Carbon Stainless Steel Kitchen Sharp Chefs Knife","15.56%","0.00%","B07GCPBR73","Chef Knife | Forged High Carbon Steel | Sharp Kitchen Knife with Ergonomic Handle | 8 Inch Professional Chef's Knife | Perfect Kitchen Gift for Cooking Lovers and Chefs.","15.56%","0.00%"
"Amazon.com","damascus steel pocket knife","183158","B07CZ96RVV","ALBATROSS HGDK007 EDC Sharp Damascus Folding Pocket Knife with Liner Lock-Cote D'Ivoire Sandalwood Handle,Gifts/Collections","33.05%","0.00%","B00247SLPS","Kershaw 1760DAM Damascus Skyline Linerlock Knife with G-10 Handles, Black","15.25%","33.33%","B07RPLPGQQ","ALBATROSS Pocket Knife Dalbergia Cochinchinensis/Abalone Seashells 6.5'' Damascus Steel Knife Liner Lock Folding Knife (Abalone Shell)","15.25%","33.33%"
"Amazon.com","mercer knife set","183271","B005P0OLA0","Mercer Culinary Millennia 8-Piece Knife Roll Set","26.25%","50.00%","B000IBU9FW","Mercer Culinary Genesis 6-Piece Forged Knife Block Set, Tempered Glass Block","21.25%","0.00%","B00DT1Y9RM","Mercer Culinary Partners in Education 23-Piece Millennia Culinary School Kit","20.00%","0.00%"
"Amazon.com","knife set wusthof","183308","B007URVGVS","Wusthof Ten Piece Block Set Gourmet, Black","26.26%","0.00%","B07HVQ4LDZ","Wüsthof 8516-6 Wusthof Gourmet Knife Block Set, One Size, Black, Stainless","16.16%","25.00%","B00FS1OK2K","Wusthof Classic 7-piece Slim Knife Block Set (Acacia)","15.15%","0.00%"
"Amazon.com","hunting knife sharpener","184460","B009YKHZ96","Work Sharp Guided Field Sharpener","29.85%","25.00%","B007Y15LD4","Smith's 50264 Adjustable Manual Knife Sharpener","16.42%","16.67%","B0055B2RGO","Whetstone Cutlery 20-10960 Knife Sharpening Stone-Dual Sided 400/1000 Grit Water Stone-Sharpener and Polishing Tool for Kitchen, Hunting and Pocket Knives or Blades by Whetstone","11.94%","16.67%"
"Amazon.com","multitool pocket knife","184664","B077YNTQN7","Pocket Knife Multi Tool with Safety Locking Blade, Folding Knife/Utility Knife/Camping Knife with Pliers, Bottle/Can Opener, 9 Screwdriver Bits, Great for Hunting, Hiking, Fishing, Outdoor, Survival","29.55%","33.33%","B07R8JH4SG","INONE 12 in 1 Multi Functional Utility Folding Pocket Knife with Blade, Saw, Pliers, Screwdriver, Bottle and Can Opener, Multitool for Outdoor Activities, Survival, Camping, Hiking, Home Improvements","13.64%","33.33%","B00XOUK8J6","Rose Kuli 7'' Portable Multipurpose Multitool Multifunctional Pocket Mini Tools with Axe Hammer Plier Set Wooden Handle","11.36%","0.00%"
"Amazon.com","knifes kitchen","184891","B016OD70Q8","Cuisinart C55-12PCKSAM 12 Piece Color Knife Set with Blade Guards (6 knives and 6 knife covers), Jewel - Amazon Exclusive","22.22%","12.50%","B07783NCMZ","Homgeek Kitchen Chef’s Knife Set 8inch, 2 Piece Ultra Sharp Cutting Knife 8 inch Chef Knife & 7 inch Santoku Knife, German High Carbon Stainless Steel Knives with Ergonomic Handle for Home Restaurant","19.05%","12.50%","B01KTACCBK","Chef Knife Set Knives Kitchen Set - Stainless Steel Kitchen Knives Set Kitchen Knife Set with Stand - Plus Professional Knife Sharpener - 7 Piece Stainless Steel Cutlery Knives Set by Home Hero","17.46%","37.50%"
"Amazon.com","pink pocket knife","185647","B073CDD3BP","8 Valentine's Hearts Spring Assisted Folding Pocket Knife … (Pink)","24.37%","27.27%","B007WHDMX6","TAC Force TF-705PK Tactical Spring Assisted Knife 4.5 Closed","21.01%","27.27%","B00JUDBQHO","MASTER USA MU-A010PK Spring Assisted Knife, 4.75-Inch Closed","10.92%","9.09%"
"Amazon.com","wicked edge knife sharpener","186153","B016VCAHRQ","Wicked Edge Pro Pack 1 with Quartz Stone Base","42.77%","0.00%","B073W21WNG","Wicked Edge Generation 3 Pro - NEW 2018 Model - WE320","21.39%","0.00%","B071K9SYDZ","Wicked Edge Precision Knife Sharpener WE120 2017 Model","7.51%","100.00%"
"Amazon.com","tojiro knife","186257","B000UAPQGS","Tojiro DP Gyutou - 8.2 (21cm)","34.35%","50.00%","B00GHN6T40","Tojiro DP 2-piece Chef's Knife Set","22.14%","0.00%","B000UAUKHI","Tojiro Kitchen Knife F-502","7.63%","0.00%"
"Amazon.com","serrated knife sharpener","190729","B00VQK6D3G","PriorityChef Knife Sharpener for Straight and Serrated Knives, 2-Stage Diamond Coated Wheel System, Sharpens Dull Knives Quickly, Safe and Easy to Use","32.98%","29.41%","B001910FOA","Smith's DRET Diamond Retractable Sharpener","20.21%","35.29%","B00004WFTZ","Dia-Fold Serrated Sharpener","11.70%","11.76%"
"Amazon.com","klein knife","191040","B071YR1Q2L","Folding Utility Knife with Replaceable Cable Skinning Hawkbill Blade and Lockback Mechanism Klein Tools 44218","37.37%","33.33%","B000KIFQC4","Cable Splicer's Knife, 6-1/2-Inch Klein Tools 44200","16.16%","26.67%","B018B663EG","Electrician's Pocket Knife Klein Tools 44201","9.09%","6.67%"
"Amazon.com","kubey knife","191171","B07T3WWS8G","KUBEY Folding Knife Tactical Pocket Knife 3.5” D2 Tanto Plain Blade and Carbon Fiber Handle with Titanium Clip for EDC Camping Hunting and Rescue, KU159CF (Stonewash)","23.64%","0.00%","B07SJT1PZ8","KUBEY KU230 Fixed Blade Tactical Knife with Kydex Sheath Razor Sharp D2 Blade and Non Slip G10 Handle for Outdoor Survival Self Defense and Everyday Carry (Mirror/Brush)","10.91%","50.00%","B017BD0CJ2","KUBEY KU003 Tactical Folding Knife Ball Bearing D2 Blade G10 Handle Outdoor Camping Survival Pocket Knives with Steel Clip","8.18%","50.00%"
"Amazon.com","misen knife","191190","B01DDBJF12","imarku Chef Knife - Pro Kitchen Knife 8 Inch Chefs knife High Carbon German Stainless Steel Sharp paring knife with Ergonomic Handle","58.33%","66.67%","B074JLRQ31","Professional Chefs Knife 8 inch | Razor Sharp & Rust Free Kitchen Knife | High Carbon German Stainless Steel with Ergonomic & Durable G10 Handle","6.67%","0.00%","B077YLPMNX","Professional Damascus Chefs Knife, 67-layer Handmade 8 Damascus Chef Knife, Japanese VG10 Super Steel Core","6.67%","0.00%"
"Amazon.com","mushroom knife","191480","B000KIMSG6","Opinel No. 8 Mushroom Knife - Folding Stainless Steel Blade for Hunters and foragers (8 cm Blade, Beechwood Handle)","32.94%","15.79%","B074WDVLBK","Mushroom Knife, Fungus Knife, Folding Camping Hunting Truffles Harvest Sharp Knives Natural Wood Handle Pocket knife w/ Bristle Brush, SS pruning blade, Hardwood handle","20.00%","36.84%","B00OEUB6V4","Classic Outdoors Folding Lock Mushroom Knife Fungus Truffles Harvest Hunting Sharp Knives with Neoprene Pouch","16.47%","26.32%"
"Amazon.com","personalized pocket knife","192201","B0172KNP3O","Free Engraving - Quality Elk Ridge Pakkawood Handle Folding Knife","17.81%","15.38%","B01M16JBQ8","Engraved Hunting Knife - Personalized Pocket Camping Knives - Burl wood Knife - Fathers Day Anniversary Gift - 004GY","8.22%","7.69%","B06VX42986","TAC-FORCE TF606WS Engraved Tactical Assisted Opening Pocket Knife - Fathers Day Gifts, Perfect Personalized for Him - Christmas Gifts, Groomsmen Gifts & Anniversary Gifts for Men, Black","8.22%","15.38%"
"Amazon.com","pairing knife","193787","B001EN2L1I","Mercer Culinary M22003 Millennia 3.5-Inch Paring Knife, Black","41.67%","45.00%","B0019WXPQY","Victorinox Swiss Army Cutlery Straight Paring Knife, 3.25-Inch","19.44%","30.00%","B0000631ZI","WÜSTHOF Gourmet Three Piece Pairing Knife Set | 3-Piece German Knife Set | Precise Laser Cut High Carbon Stainless Steel Pairing  Knife Set  – Model 9727","6.48%","5.00%"
